artifact_id,artifact_type,title,priority,lifecycle_status,execution_status,semantic_type_id,semantic_type,tags,parent_artifact_id,created_at,updated_at
48194ff1-fd1d-4198-99e5-0666486988a6,instruction_pack,"Instruction Pack - Qwrk@Work Execution Patterns v1",3,,,,,"{instruction-pack,execution,lifecycle,work,v1}",d304bcc4-35cb-4c49-bf28-c7d6486beb6d,2026-02-18 11:55:17,2026-03-09 16:32:27
60088999-968b-467a-b057-53a95050c82d,instruction_pack,"Instruction Pack - Qwrk@Work Cognitive Protocol v1",3,,,,,"{instruction-pack,cognitive,adhd,work,v1}",d304bcc4-35cb-4c49-bf28-c7d6486beb6d,2026-02-18 11:56:46,2026-03-09 16:32:27
43c7b2e6-393a-4f73-b3e7-af58c0733eeb,journal,"From Survival Mode to Zone of Genius",3,,,bb195914-8540-4bec-8fb3-f96ff37f55ae,alignment,"{work,leadership,identity-shift,adhd,execution}",,2026-02-18 12:52:12,2026-03-07 13:01:43
826e918a-0ef4-4041-ba28-706037f81fc7,instruction_pack,"Instruction Pack - Qwrk@Work Gateway Operations v2",3,,,,,"{governance,gateway,v2}",d304bcc4-35cb-4c49-bf28-c7d6486beb6d,2026-02-18 13:24:31,2026-03-09 16:32:27
7204144c-ba08-4572-8341-0e264f593197,journal,"Opportunity Tree Template - Initial Design Notes",3,,,e83c208f-77b0-4527-816a-c2837ea49445,execution-core,"{sales,template,structure}",0b8b6f7b-15fa-4ba5-b090-f4ab2110fcae,2026-02-18 14:50:56,2026-03-09 17:25:18
061a1996-6cb5-4284-a4dc-73634483b9ca,project,"Gateway JSON Parse Error - Unexpected End of Input",3,archive,,e83c208f-77b0-4527-816a-c2837ea49445,execution-core,"{system,gateway,bug,json}",63219d74-3b43-4ae0-afdb-7208e9bb7868,2026-02-18 14:52:52,2026-03-09 16:32:27
2e200849-385b-4996-8f04-abe84a1d37f1,journal,"Gateway JSON Parse Error - Initial Observations",3,,,e83c208f-77b0-4527-816a-c2837ea49445,execution-core,"{system,gateway,bug,json}",061a1996-6cb5-4284-a4dc-73634483b9ca,2026-02-18 14:53:27,2026-03-07 13:29:13
6af70c4f-8638-437d-b772-8a23dfedf071,journal,"Adnoc Demo - Flow State",3,,,bb195914-8540-4bec-8fb3-f96ff37f55ae,alignment,"{adnoc}",,2026-02-19 13:37:58,2026-03-07 13:01:43
ae37c065-8932-4260-9ded-da2b49380602,journal,"PoV Process Constraint - Teams Manifest Scheduling",3,,,bb195914-8540-4bec-8fb3-f96ff37f55ae,alignment,"{pov,process,teams,infrastructure,high priority,formalize}",d304bcc4-35cb-4c49-bf28-c7d6486beb6d,2026-02-20 23:39:20,2026-03-09 17:25:18
5edded3a-ff3a-45d0-8d0c-560a2ce76ce2,leaf,"Cleanup leaf - enabling archive",3,,,,,"{}",,2026-03-05 12:29:07,2026-03-05 12:29:07
44a4548f-5164-48b8-83f5-afd4c6baf7be,snapshot,"System Capability Snapshot - Qwrk@Work Kernel (T87 State)",2,,,02d3ff65-c86b-4c00-af32-209cb21134eb,governance,"{system-state,kernel,governance,snapshot}",b44341d7-e02a-46c6-ba3a-a64be1639332,2026-03-06 21:24:14,2026-03-09 16:32:27
26d8d88c-a0f6-41d6-ba7f-b1da80c1619f,snapshot,"CmdCtr Session Context - 2026-03-09",3,,,40a5060b-1a80-4e8b-b7b7-1e102026efc0,infrastructure,"{cmdctr,session-context,for-q}",b44341d7-e02a-46c6-ba3a-a64be1639332,2026-03-09 15:41:40,2026-03-09 16:32:27
17406200-a7b5-4acd-960a-110a042a2f85,project,"Q@W Mother Tree",1,tree,,02d3ff65-c86b-4c00-af32-209cb21134eb,governance,"{mother-tree,structure,work}",,2026-03-09 15:45:26,2026-03-09 15:45:26
63219d74-3b43-4ae0-afdb-7208e9bb7868,branch,"Platform",1,,,,,"{platform,structure,work}",17406200-a7b5-4acd-960a-110a042a2f85,2026-03-09 15:46:42,2026-03-09 15:46:42
0b8b6f7b-15fa-4ba5-b090-f4ab2110fcae,branch,"Opportunities",1,,,,,"{opportunities,structure,work}",17406200-a7b5-4acd-960a-110a042a2f85,2026-03-09 15:47:03,2026-03-09 15:47:03
7437175f-61f7-46eb-9a66-8fb2288ce73a,branch,"Demo Infrastructure",1,,,,,"{demo,infrastructure,work}",17406200-a7b5-4acd-960a-110a042a2f85,2026-03-09 15:47:16,2026-03-09 15:47:16
d304bcc4-35cb-4c49-bf28-c7d6486beb6d,branch,"Documentation",1,,,,,"{documentation,structure,work}",17406200-a7b5-4acd-960a-110a042a2f85,2026-03-09 15:47:40,2026-03-09 15:47:40
b44341d7-e02a-46c6-ba3a-a64be1639332,branch,"Operational Intelligence",1,,,,,"{operations,intelligence,work}",17406200-a7b5-4acd-960a-110a042a2f85,2026-03-09 15:48:00,2026-03-09 15:48:00
d769012d-443a-4207-a94c-fb11e2b87b93,branch,"Idea Nursery",1,,,,,"{ideas,nursery,work}",17406200-a7b5-4acd-960a-110a042a2f85,2026-03-09 15:48:18,2026-03-09 15:48:18
04d6c842-5a80-425e-9759-e397531a4816,instruction_pack,"Instruction_Pack__Mother_Tree_Structural_Map__Q@W__v1",1,,,,,"{instruction-pack,mother-tree,structure,work}",d304bcc4-35cb-4c49-bf28-c7d6486beb6d,2026-03-09 15:50:46,2026-03-09 15:50:46
644c3a34-fb17-46ae-855e-f41446d3f9d5,snapshot,"CmdCtr Session Context - 2026-03-09",3,,,40a5060b-1a80-4e8b-b7b7-1e102026efc0,infrastructure,"{cmdctr,session-context,for-q}",,2026-03-09 19:05:30,2026-03-09 19:05:30
a7f04a48-2cdb-49b7-af05-31fd1c3c00ec,snapshot,"CmdCtr Session Context - 2026-03-09",3,,,40a5060b-1a80-4e8b-b7b7-1e102026efc0,infrastructure,"{cmdctr,session-context,for-q}",,2026-03-09 21:11:34,2026-03-09 21:11:34
8aa45d42-ee0c-4880-b759-3d182b881ab8,snapshot,"CmdCtr Session Context - 2026-03-10",3,,,40a5060b-1a80-4e8b-b7b7-1e102026efc0,infrastructure,"{cmdctr,session-context,for-q}",,2026-03-10 13:49:44,2026-03-10 13:49:44
a5a3688d-c92b-4e4b-8986-cf65f07cc34f,snapshot,"Forest Map - Q@W Mother Tree Topology",3,,,40a5060b-1a80-4e8b-b7b7-1e102026efc0,infrastructure,"{topology,founding-forest,for-q}",b44341d7-e02a-46c6-ba3a-a64be1639332,2026-03-10 14:25:30,2026-03-10 14:32:07
